article_id,parameter_type,parameter_from_figure,parameter_value,parameter_lower_bound,parameter_upper_bound,inverse_param,parameter_unit,parameter_value_type,method_from_supplement,parameter_statistical,parameter_uncertainty_singe_type,parameter_uncertainty_single_value,parameter_uncertainty_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,distribution_type,distribution_par1_value,parameter_paired,parameter_type_2,parameter_value_2,parameter_range_low_2,parameter_range_upper_2,parameter_inverse_2,parameter_unit_2,parameter_value_type_2,parameter_supplement_2,parameter_statistical_2,parameter_unc_single_type_2,parameter_unc_single_value_2,parameter_unc_pair_type_2,parameter_unc_pair_value_low_2,parameter_unc_pair_value_up_2,distribution_par2_type,distribution_par2_value,genome_site,genomic_sequence_available,method_r,r_pathway,parameter_hd_from,other_delay_start,parameter_hd_to,other_delay_end,cfr_ifr_numerator,cfr_ifr_denominator,cfr_ifr_method,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,method_disaggregated,method_disaggregated_by,method_disaggregated_only,parameter_context_human,parameter_context_nonhuman,parameter_context_genotype,population_sex,population_sample_size,parameter_context_sample_type,population_sample_type,population_group,population_age_min,population_age_max,population_country,population_location,data_available ,parameter_notes,exponent,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,parameter_data_id,id
75,Seroprevalence - Unspecified,FALSE,NA,NA,NA,FALSE,NA,Other,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,23,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,23,serum,Unspecified,Unspecified,NA,NA,Trinidad and Tobago,Chaguanas,Unspecified,NA,0,NA,NA,NA,NA,NA,NA,3d0dd5a8-e738-41ee-b362-c4ef5a40c09e,ff9ce222-e2a3-4913-b082-5b3a8bf576cc
75,Seroprevalence - Unspecified,FALSE,NA,NA,NA,FALSE,NA,Other,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,26,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,cebus monkeys,NA,Unspecified,26,serum,Non-human,Non-human,NA,NA,Trinidad and Tobago,Nariva Swamp,Unspecified,NA,0,NA,NA,NA,NA,NA,NA,f79dda6c-3e30-4958-849a-c9b6f3924691,ff9ce222-e2a3-4913-b082-5b3a8bf576cc
75,Seroprevalence - Unspecified,FALSE,NA,NA,NA,FALSE,NA,Unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,NA,NA,NA,NA,NA,NA,No,No,NA,Not human,howler monkey (Alouatta seniculus insularis Elliot),NA,Unspecified,26,serum,Non-human,Non-human,NA,NA,Trinidad and Tobago,NA,Unspecified,NA,0,NA,NA,NA,NA,NA,NA,349d07ef-485d-4311-8f0c-2344d67d0f60,ff9ce222-e2a3-4913-b082-5b3a8bf576cc
90,Infection prevalence - Other [Oropouche ONLY],FALSE,29.3,NA,NA,FALSE,Percentage (%),Other,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,75,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,75,blood,Mixed settings,Persons with symptoms,NA,NA,Brazil,"Porto Franco, Maranhao",Unspecified,NA,0,26,1,1988,1,2,1988,ff7c36b6-0874-4ffc-a47f-a4757b2749d2,f7b9f792-deeb-4172-8f82-803514f8b65f
90,Seroprevalence - IgM,FALSE,NA,NA,NA,FALSE,NA,NA,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Both,75,blood,Mixed settings,Persons with symptoms,NA,NA,Brazil,"Porto Franco, Maranhao",Unspecified,NA,0,26,1,1988,1,2,1988,21,f7b9f792-deeb-4172-8f82-803514f8b65f
90,Human delay - other human delay (go to section),FALSE,NA,1,2,FALSE,Weeks,Other,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Recurrence ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,NA,serum,Hospital based,Mixed groups,NA,NA,Brazil,"Porto Franco, Maranhao",Unspecified,"""As in other epidemics, a high frequency of relapses (56%) was observed in this case, in which patients, approximately 1-2 weeks after the initial attack, presented the same symptoms or only fever, headache, and myalgia."". Mixed groups are people with symptoms who had a relapse of symptoms. Unclear if 56% is wrt 22 or 28.",0,NA,NA,1988,NA,NA,1988,22,f7b9f792-deeb-4172-8f82-803514f8b65f
90,Severity - proportion of cases that relapse,FALSE,56,NA,NA,FALSE,Percentage (%),Central - unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,NA,serum,Hospital based,Mixed groups,NA,NA,Brazil,"Porto Franco, Maranhao",Unspecified,"""As in other epidemics, a high frequency of relapses (56%) was observed in this case, in which patients, approximately 1-2 weeks after the initial attack, presented the same symptoms or only fever, headache, and myalgia."". Mixed groups are people with symptoms who had a relapse of symptoms. Unclear if 56% is wrt 22 or 28.",0,NA,NA,1988,NA,NA,1988,23,f7b9f792-deeb-4172-8f82-803514f8b65f
90,Human delay - symptom onset>discharge/recovery,FALSE,NA,3,5,FALSE,Days,Other,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Both,45,blood,Hospital based,Persons with symptoms,NA,NA,Brazil,"Tocantinopolis, Goias",Unspecified,NA,0,NA,NA,1988,NA,NA,1988,eae63728-4f9b-4922-8188-66d62d1f9fc5,f7b9f792-deeb-4172-8f82-803514f8b65f
31,Seroprevalence - IgM,TRUE,NA,NA,NA,FALSE,NA,Unspecified,No,Observed sample statistic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,35,NA,NA,NA,NA,NA,NA,No,No,NA,Human,NA,NA,Unspecified,35,NA,Hospital based,Persons with symptoms,NA,NA,Brazil,Amazonas State,Unspecified,NA,0,NA,3,1998,NA,12,1999,9b94e125-cc71-48f7-9f5e-04b44e57ae92,27d6f9fc-171b-4f0a-9071-a0f5ced9155e
105,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,40,NA,NA,NA,NA,NA,NA,No,NA,NA,Not human,Cattle (Bos indicus/taurus),NA,Both,40,NA,Non-human,Non-human,NA,NA,Brazil,"17 subsites in urban and peri-urban areas of Campo Grande, capital of the state of Mato Grosso do Sul (MS) and CuiabÃ¡, capital of the state of Mato Grosso (MT), located in West-Central Brazil",NA,NA,0,NA,4,2018,NA,3,2019,1f973d80-4ea3-43a5-9eb2-69de1947b388,2b31037b-f061-4b33-b54b-251306f62291
105,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,NA,NA,NA,NA,NA,NA,No,NA,NA,Not human,Chickens (Gallus gallus domesticus),NA,Both,40,NA,Non-human,Non-human,NA,NA,Brazil,"17 subsites in urban and peri-urban areas of Campo Grande, capital of the state of Mato Grosso do Sul (MS) and CuiabÃ¡, capital of the state of Mato Grosso (MT), located in West-Central Brazil",NA,NA,0,NA,4,2018,NA,3,2019,b946a566-88a2-4c80-abb1-28b73bd07c92,2b31037b-f061-4b33-b54b-251306f62291
105,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,35,NA,NA,NA,NA,NA,NA,No,NA,NA,Not human,horses (Equus ferus caballus),NA,Both,35,NA,Non-human,Non-human,NA,NA,Brazil,"17 subsites in urban and peri-urban areas of Campo Grande, capital of the state of Mato Grosso do Sul (MS) and CuiabÃ¡, capital of the state of Mato Grosso (MT), located in West-Central Brazil",NA,NA,0,NA,4,2018,NA,3,2019,7c626092-c7b4-490c-bc14-b15e87f80f41,2b31037b-f061-4b33-b54b-251306f62291
105,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,30,NA,NA,NA,NA,NA,NA,No,NA,NA,Not human,dogs (Canis lupus familiaris),NA,Both,30,NA,Non-human,Non-human,NA,NA,Brazil,"17 subsites in urban and peri-urban areas of Campo Grande, capital of the state of Mato Grosso do Sul (MS) and CuiabÃ¡, capital of the state of Mato Grosso (MT), located in West-Central Brazil",NA,NA,0,NA,4,2018,NA,3,2019,e2698e3f-60ef-462d-8789-48aca4e8a781,2b31037b-f061-4b33-b54b-251306f62291
105,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,NA,NA,NA,NA,No,NA,NA,Not human,Sheep (Ovis aries),NA,Both,30,NA,Non-human,Non-human,NA,NA,Brazil,"17 subsites in urban and peri-urban areas of Campo Grande, capital of the state of Mato Grosso do Sul (MS) and CuiabÃ¡, capital of the state of Mato Grosso (MT), located in West-Central Brazil",NA,NA,0,NA,4,2018,NA,3,2019,e1f0d7d1-023e-4474-ba74-9d17075f99cc,2b31037b-f061-4b33-b54b-251306f62291
105,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,NA,NA,NA,NA,NA,NA,No,NA,NA,Not human,cats (Felis catus),NA,Both,20,NA,Non-human,Non-human,NA,NA,Brazil,"17 subsites in urban and peri-urban areas of Campo Grande, capital of the state of Mato Grosso do Sul (MS) and CuiabÃ¡, capital of the state of Mato Grosso (MT), located in West-Central Brazil",NA,NA,0,NA,4,2018,NA,3,2019,b844b4a1-0c05-4862-8fee-706c63fc41eb,2b31037b-f061-4b33-b54b-251306f62291
105,Seroprevalence - PRNT,FALSE,NA,NA,NA,FALSE,NA,Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,NA,NA,No,NA,NA,Not human,pigs (Sus scrofa domesticus),NA,Both,5,NA,Non-human,Non-human,NA,NA,Brazil,"17 subsites in urban and peri-urban areas of Campo Grande, capital of the state of Mato Grosso do Sul (MS) and CuiabÃ¡, capital of the state of Mato Grosso (MT), located in West-Central Brazil",NA,NA,0,NA,4,2018,NA,3,2019,c14a9262-773c-4982-8d63-8a43bc2be469,2b31037b-f061-4b33-b54b-251306f62291
106,Seroprevalence - HAI/HI,FALSE,80,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,130,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,130,Blood and stool,Community based,Persons with symptoms,0,NA,Brazil,Mojuí dos Campos; Pará State.,NA,NA,0,3,2,1975,NA,4,1975,f0d004bb-7942-4fc8-a799-014b8eeb0aa3,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,28,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,232,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Human,NA,NA,Unspecified,232,Blood,Community based,Persons with symptoms,0,NA,Brazil,Mojui; Palhal; Santarem; Para State,NA,mid to end outbreak. Oropouche virus was isolated from the blood of 65 (28%) out of 232 patients.,0,19,2,1975,NA,4,1975,8a82fbad-eeed-4a93-a02e-eb20f7460232,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - HAI/HI,FALSE,40.1,NA,NA,FALSE,Percentage (%),Central - unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,112,NA,Community based,Children,4,18,Brazil,Mojui; Palhal; Santarem; Para State,NA,NA,0,NA,2,1975,NA,4,1975,470aee0e-3605-4eab-ac61-5f489424909c,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Human delay - other human delay (go to section),FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Human delay - other human delay (go to section),NA,2,7,No,Days,Unspecified,No,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Resolution,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,65,NA,Community based,Persons under investigation,NA,NA,Brazil,Mojui dos Campos; Palhal; Para State,Unspecified,"""Symptoms persisted from 2 to 7 days, though many patients complained of asthenia which persisted for a few weeks.""",0,NA,2,1975,NA,4,1975,24,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Human delay - other human delay (go to section),FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Human delay - other human delay (go to section),NA,10,NA,No ,Days,Unspecified,No,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Onset/Fever,NA,Symptom Recurrence ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,NA,NA,Community based,Mixed groups,NA,NA,Brazil,Mojui dos Campos; Palhal; Para State,Unspecified,"Mixed groups - positive people with recurrence.  ""A significant number of people reported one or more recurrences of the symptoms.The re-currences seem to occur 10 or more days after the initial onset.""",0,NA,2,1975,NA,4,1975,25,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Human delay - other human delay (go to section),FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Human delay - other human delay (go to section),NA,1,2,No,Days,Unspecified,No,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Symptom Resolution,NA,Symptom Recurrence ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,NA,NA,Community based,Mixed groups,NA,NA,Brazil,Mojui dos Campos; Palhal; Para State,Unspecified,"Mixed groups - positive people with recurrence. ""Others however, informed us that the time between recurrences was onIy 1 or 2 days.""",0,NA,2,1975,NA,4,1975,26,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Seroprevalence - Unspecified,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,NA,NA,Community based,Mixed groups,NA,NA,Brazil,Mojui dos Campos; Palhal; Para State,Unspecified,"""It was, however,s ubsequentlyfo und that 105 (80%) of 130 personse xaminedh ad hemagglutination-inhibiting (HI) antibodies to Oropouche virus. Twenty of the positive individuais had no antibodies to the virus when previously examined in 1973.""",0,NA,NA,1973,NA,NA,1973,27,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,Human,NA,NA,Unspecified,23,Blood,Community based,Persons with symptoms,NA,NA,Brazil,Mojui dos Campos; Palhal; Para State,Unspecified,"""From these findings it was therefaore concluded that the outbreak was most likely to have been caused by Oropouche virus. This impression was confirmed by the isolation of the virus from the blood of 5 out of 23 febrile patients.""",0,NA,NA,1973,NA,NA,1973,28,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,151,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,151,Blood,Community based,Persons with symptoms,0,NA,Brazil,Mojui dos Santos,NA,Table 3,0,19,2,1975,NA,4,1975,29,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,37,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,37,Blood,Community based,Persons with symptoms,0,NA,Brazil,Palhal,NA,Table 3,0,19,2,1975,NA,4,1975,30,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Persons with symptoms,0,NA,Brazil,Tracua,NA,Table 3,0,19,2,1975,NA,4,1975,31,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Persons with symptoms,0,NA,Brazil,Paxiubinha,NA,Table 3,0,19,2,1975,NA,4,1975,32,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,4,Blood,Community based,Persons with symptoms,0,NA,Brazil,S. Raimunod do Moju,NA,Table 3,0,19,2,1975,NA,4,1975,33,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Persons with symptoms,0,NA,Brazil,Jacamim,NA,Table 3,0,19,2,1975,NA,4,1975,34,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Persons with symptoms,0,NA,Brazil,Mararu,NA,Table 3,0,19,2,1975,NA,4,1975,35,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Persons with symptoms,0,NA,Brazil,Paxiuba,NA,Table 3,0,19,2,1975,NA,4,1975,36,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Persons with symptoms,0,NA,Brazil,Vila Nova,NA,Table 3,0,19,2,1975,NA,4,1975,37,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,8,Blood,Community based,Persons with symptoms,0,NA,Brazil,S. Jorge,NA,Table 3,0,19,2,1975,NA,4,1975,38,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Persons with symptoms,0,NA,Brazil,Colonia Santa Cruz,NA,Table 3,0,19,2,1975,NA,4,1975,39,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Persons with symptoms,0,NA,Brazil,Igarape da Lama,NA,Table 3,0,19,2,1975,NA,4,1975,40,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Persons with symptoms,0,NA,Brazil,Estrada Mojui dos caboclos,NA,Table 3,0,19,2,1975,NA,4,1975,41,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,2,Blood,Community based,Persons with symptoms,0,NA,Brazil,Vila Courante,NA,Table 3,0,19,2,1975,NA,4,1975,42,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Persons with symptoms,0,NA,Brazil,Acaizal,NA,Table 3,0,19,2,1975,NA,4,1975,43,6b52adbf-5fbd-4ade-9abe-a84903653fa5
106,Infection prevalence - Other [Oropouche ONLY],FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,No,NA,NA,Human,NA,NA,Unspecified,1,Blood,Community based,Persons with symptoms,0,NA,Brazil,Carrapichal,NA,Table 3,0,19,2,1975,NA,4,1975,44,6b52adbf-5fbd-4ade-9abe-a84903653fa5
