id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,parameter_class,ebola_variant,other_delay,delay_short,delay_start,other_rf_outcome,attack_rate_type,survey_start_date,survey_end_date,survey_date,parameter_bounds,comb_uncertainty_type,comb_uncertainty,article_qa_score,outbreak,ebola_species
07dec9ed1bd0922358fe1c88920cb804,ee05606ba2d044f9b4270e4a32fca178,241,Ebola virus,Human delay - incubation period,7,0,Days,NA,NA,Median,NA,NA,2,20,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,0,70,116,Uganda,Bundibugyo district,29,Nov,2007,20,Feb,2008,NA,FALSE,NA,NA,FALSE,NA,Human delay,Bundibugyo virus (BDBV),NA,Incubation period,Infection process,NA,NA,29 Nov 2007,20 Feb 2008,29 Nov 2007 - 20 Feb 2008,NA,Range,2 - 20,80,"Uganda, 2007",Bundibugyo
07dec9ed1bd0922358fe1c88920cb804,3d11ae897a99ce4959d625066ea470c1,241,Ebola virus,Attack rate,0.043,0,Percentage (%),0.003,0.185,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,"Age, Region, Sex",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,0,70,116,Uganda,Bundibugyo,29,Nov,2007,20,Feb,2008,NA,FALSE,NA,NA,FALSE,NA,Attack rate,Bundibugyo virus (BDBV),NA,NA,Other,NA,Primary,29 Nov 2007,20 Feb 2008,29 Nov 2007 - 20 Feb 2008,0.003 - 0.185,NA,NA,80,"Uganda, 2007",Bundibugyo
07dec9ed1bd0922358fe1c88920cb804,1ec7d3e58e0eea86f44ee57535b8f56d,241,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Funeral;Hospitalisation;Other;Close contact,NA,Significant,Not adjusted,Both,Community based,General population,0,70,192,Uganda,Bundibugyo district,29,Nov,2007,20,Feb,2008,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Bundibugyo virus (BDBV),NA,NA,Other,NA,NA,29 Nov 2007,20 Feb 2008,29 Nov 2007 - 20 Feb 2008,NA,NA,NA,80,"Uganda, 2007",Bundibugyo
07dec9ed1bd0922358fe1c88920cb804,9df3e853b5e36d81e9b7acdb8300ce83,241,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Funeral,NA,Significant,Adjusted,Both,Community based,General population,0,70,192,Uganda,Bundibugyo district,29,Nov,2007,20,Feb,2008,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Bundibugyo virus (BDBV),NA,NA,Other,NA,NA,29 Nov 2007,20 Feb 2008,29 Nov 2007 - 20 Feb 2008,NA,NA,NA,80,"Uganda, 2007",Bundibugyo
07dec9ed1bd0922358fe1c88920cb804,351f4d049f075025640b250974004150,241,Ebola virus,Severity - case fatality rate (CFR),34,0,Percentage (%),29,100,NA,NA,NA,NA,NA,NA,39,116,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,"Region, Sex, Other",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,0,70,116,Uganda,Bundibugyo district,29,Nov,2007,20,Feb,2008,NA,FALSE,NA,NA,FALSE,NA,Severity,Bundibugyo virus (BDBV),NA,NA,Other,NA,NA,29 Nov 2007,20 Feb 2008,29 Nov 2007 - 20 Feb 2008,29 - 100,NA,NA,80,"Uganda, 2007",Bundibugyo
07dec9ed1bd0922358fe1c88920cb804,b88f4894278cbe9c1c1d2fedf695bece,241,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Age;Contact with animal;Other;Sex,NA,Not significant,Not adjusted,Both,Community based,General population,0,70,192,Uganda,Bundibugyo district,29,Nov,2007,20,Feb,2008,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Bundibugyo virus (BDBV),NA,NA,Other,NA,NA,29 Nov 2007,20 Feb 2008,29 Nov 2007 - 20 Feb 2008,NA,NA,NA,80,"Uganda, 2007",Bundibugyo
c81cf3d39604c26aee567f1ed7a9ceb8,5c7df50696ffdb66c05c93a8c83d9141,291,Ebola virus,Reproduction number (Basic R0),NA,0,No units,2.1,3.81,Median,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,NA,NA,NA,78,Sierra Leone,NA,25,May,2014,20,Jun,2014,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,25 May 2014,20 Jun 2014,25 May 2014 - 20 Jun 2014,2.1 - 3.81,NA,NA,85.71428571428571,West Africa 2013-2016,Zaire
f22caa2845544b1ed10237de89dff2e3,e7af215d039c4ab97a8fb22c0af06c9b,404,Ebola virus,Reproduction number (Basic R0),1.8,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,DRC,NA,1,Mar,1995,12,Jul,1995,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1 Mar 1995,12 Jul 1995,1 Mar 1995 - 12 Jul 1995,NA,NA,NA,100,"DRC, 1995",Zaire
f22caa2845544b1ed10237de89dff2e3,baf56944162b6acc8eb561c2ce7a1fef,404,Ebola virus,"Reproduction number (Effective, Re)",0.73,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,DRC,NA,1,Mar,1995,12,Jul,1995,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1 Mar 1995,12 Jul 1995,1 Mar 1995 - 12 Jul 1995,NA,NA,NA,100,"DRC, 1995",Zaire
7773a571cfef1193a2b9a58e914a9c54,2cb03a1ac3d7bb43343cdbb8686b1fb9,442,Ebola virus,Growth rate (r),NA,0,Per week,0.08,2.38,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,"Region, Time",TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,"Uganda, Guinea, Liberia, Sierra Leone","Gueckedou,Montserrado,Margibi,Bomi,Grand Bassa,Western Area Urban,Western Area Rural,Bo,Bombali,Kenema,Port Loko",NA,NA,2000,NA,NA,2014,NA,FALSE,NA,NA,FALSE,NA,Growth rate,Unspecified,NA,NA,Other,NA,NA,2000,2014,2000 - 2014,0.08 - 2.38,NA,NA,75,Multiple outbreaks,Unspecified
7773a571cfef1193a2b9a58e914a9c54,8a9775792603a559c4c5858abaae0ac7,442,Ebola virus,Growth rate (r),1.43,0,Per day,NA,NA,Unspecified,NA,NA,0.69,2.62,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Unspecified,NA,NA,NA,DRC,NA,NA,NA,1976,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,Growth rate,Unspecified,NA,NA,Other,NA,NA,1976,Unspecified,1976 - Unspecified,NA,95% CI,0.69 - 2.62,75,"DRC, 1976",Zaire
501a749a03a62f720bf3def2bfd40fd6,676c300d52a4714c0ff23ea9fbc27a5f,448,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Adjusted,Both,Hospital based,NA,1,68,168,Guinea,Macenta and Nzerekore,29,Nov,2014,31,Jan,2015,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Unspecified,NA,NA,Other,NA,NA,29 Nov 2014,31 Jan 2015,29 Nov 2014 - 31 Jan 2015,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
501a749a03a62f720bf3def2bfd40fd6,5fac3ec38a8969dafb6eb61d002f18a6,448,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Death,Age;Cormobidity;Other,NA,Not significant,Not adjusted,Both,Hospital based,NA,1,68,168,Guinea,Macenta and Nzerekore,29,Nov,2014,31,Jan,2015,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Unspecified,NA,NA,Other,NA,NA,29 Nov 2014,31 Jan 2015,29 Nov 2014 - 31 Jan 2015,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
501a749a03a62f720bf3def2bfd40fd6,1855229484ed235128c49b2f081f1203,448,Ebola virus,Severity - case fatality rate (CFR),59,NA,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,NA,1,68,168,Guinea,Macenta and Nzerekore,29,Nov,2014,31,Jan,2015,NA,FALSE,NA,NA,FALSE,NA,Severity,Unspecified,NA,NA,Other,NA,NA,29 Nov 2014,31 Jan 2015,29 Nov 2014 - 31 Jan 2015,NA,NA,NA,71.42857142857143,West Africa 2013-2016,Zaire
4dceccbd0fc6bec8613eac7203f9afb9,1472c0718a457824eb30fa7ed80cc62f,505,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Age;Sex;Other,NA,NA,Adjusted,Both,NA,NA,NA,NA,NA,"Guinea, Liberia, Sierra Leone",NA,NA,NA,NA,NA,Jul,2015,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Unspecified,NA,NA,Other,NA,NA,Unspecified,Jul 2015,Unspecified - Jul 2015,NA,NA,NA,42.857142857142854,Unspecified,Unspecified
f49a9c5d967dd8d6bb24dac5587681aa,466f684ff8286fbd0abca1863a9385fa,506,Ebola virus,Human delay - serial interval,12,0,Days,1,30,Mean,6.2,Standard Deviation,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,Persons under investigation,NA,NA,109,Guinea,N’Zerekore,NA,Aug,2014,NA,Feb,2015,NA,FALSE,NA,NA,FALSE,NA,Human delay,Unspecified,NA,Serial interval,Infection process,NA,NA,Aug 2014,Feb 2015,Aug 2014 - Feb 2015,1 - 30,Standard Deviation,6.2,40,West Africa 2013-2016,Zaire
f49a9c5d967dd8d6bb24dac5587681aa,eb5d8740533a5788a612e7648ee5498a,506,Ebola virus,"Reproduction number (Effective, Re)",3,0,No units,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,Empirical (contact tracing),NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Household based,Persons under investigation,NA,NA,66,Guinea,N’Zerekore,NA,Aug,2014,NA,Feb,2015,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Aug 2014,Feb 2015,Aug 2014 - Feb 2015,NA,NA,NA,40,West Africa 2013-2016,Zaire
f49a9c5d967dd8d6bb24dac5587681aa,e5db40b323128439062913be2f855346,506,Ebola virus,"Reproduction number (Effective, Re)",2,0,No units,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,Empirical (contact tracing),NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Hospital based,Persons under investigation,NA,NA,8,Guinea,N’Zerekore,NA,Aug,2014,NA,Feb,2015,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,Aug 2014,Feb 2015,Aug 2014 - Feb 2015,NA,NA,NA,40,West Africa 2013-2016,Zaire
ed521c315f34a31711428ab78416f3be,6993b798a6d97c7e3dc5a7a676244a80,507,Ebola virus,Growth rate (r),0.05,0,Per day,NA,NA,Unspecified,0,Standard Error,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liberia,NA,17,Mar,2014,NA,Aug,2014,NA,FALSE,NA,NA,FALSE,NA,Growth rate,Unspecified,NA,NA,Other,NA,NA,17 Mar 2014,Aug 2014,17 Mar 2014 - Aug 2014,NA,Standard Error,0,57.14285714285714,West Africa 2013-2016,Zaire
ed521c315f34a31711428ab78416f3be,4fbf5df85e37fba2fc412262fecbe491,507,Ebola virus,Reproduction number (Basic R0),2.11,0,No units,NA,NA,Unspecified,NA,NA,1.88,2.71,Other,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,Next generation matrix,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Liberia,NA,17,Mar,2014,NA,Aug,2014,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,17 Mar 2014,Aug 2014,17 Mar 2014 - Aug 2014,NA,Other,1.88 - 2.71,57.14285714285714,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,2d4c3b7546082c9f785e4f7f101f16f2,509,Ebola virus,Severity - case fatality rate (CFR),18.5,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,5,27,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,75,27,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,NA,Severity,Unspecified,NA,NA,Other,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,NA,NA,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,f99e864c8b6cbd636b607fdb63ffe7d8,509,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,4,0,Days,NA,NA,Median,NA,NA,0,15,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,75,27,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,0 - 15,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,50974041c8908880daa72703f859ddc4,509,Ebola virus,Human delay - Symptom Onset/Fever to Diagnosis,3,0,Days,NA,NA,Median,NA,NA,1,9,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,75,27,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Symptom Onset/Fever,Diagnosis,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to Diagnosis,Symptom onset to diagnosis,Symptom onset,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,1 - 9,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,0aaf1fcc4f2d9ae01c3837ed1b978787,509,Ebola virus,Human delay - Symptom Onset/Fever to Negative test,17.5,0,Days,NA,NA,Median,NA,NA,5,27,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,22,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Symptom Onset/Fever,Negative test,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to Negative test,Symptom onset to negative test,Symptom onset,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,5 - 27,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,9e9ed4b93788fd28d4c79889a18f9a90,509,Ebola virus,Human delay - Symptom Onset/Fever to IgM antibody detection,10,0,Days,NA,NA,Median,NA,NA,6,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,5,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Symptom Onset/Fever,IgM antibody detection,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to IgM antibody detection,Symptom onset to antibody detection (IgM/IgG),Symptom onset,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,6 - 11,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,60fdf6d9a7ed8a37b8904130713bee7c,509,Ebola virus,Human delay - Symptom Onset/Fever to IgG antibody detection,11,0,Days,NA,NA,Median,NA,NA,9,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,6,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Symptom Onset/Fever,IgG antibody detection,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to IgG antibody detection,Symptom onset to antibody detection (IgM/IgG),Symptom onset,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,9 - 11,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,467d377017be5ecf5962881594028347,509,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other,NA,Significant,Unspecified,Both,Hospital based,Persons under investigation,25,75,27,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Unspecified,NA,NA,Other,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,NA,NA,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,0e0bfc987d33c78601fe2c641e626468,509,Ebola virus,Human delay - Admission to Care/Hospitalisation to Discharge from Care/Hospital,20,0,Days,NA,NA,Median,NA,NA,10,40,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,59,22,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Admission to Care/Hospitalisation,Discharge from Care/Hospital,FALSE,NA,Human delay,Unspecified,Admission to Care/Hospitalisation to Discharge from Care/Hospital,Admission to care to discharge from care,Admission to care,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,10 - 40,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,624dbf55aa67f02bac7a7c8b89069fe6,509,Ebola virus,Human delay - Admission to Care/Hospitalisation to Death,7,0,Days,NA,NA,Median,NA,NA,2,11,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Male,Hospital based,Persons under investigation,42,75,5,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,NA,Human delay,Unspecified,Admission to Care/Hospitalisation to Death,Admission to care to death,Admission to care,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,2 - 11,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,4f823325b9570b3bbf14d09c2f64c073,509,Ebola virus,Human delay - Symptom Onset/Fever to Discharge from Care/Hospital,28,0,Days,NA,NA,Median,NA,NA,14,48,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,25,59,22,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Symptom Onset/Fever,Discharge from Care/Hospital,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to Discharge from Care/Hospital,Symptom onset to discharge from care,Symptom onset,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,14 - 48,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,641f480171c9dec2af53be3466791f6e,509,Ebola virus,Human delay - Symptom Onset/Fever to Death,14,0,Days,NA,NA,Median,NA,NA,11,15,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Male,Hospital based,Persons under investigation,42,75,5,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,Symptom Onset/Fever,Death,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to Death,Symptom onset to death,Symptom onset,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,Range,11 - 15,80,West Africa 2013-2016,Zaire
71730d447ae4d0ff0f7a07d70c088fc0,97bcdf06db624b9e92db618a4a5301da,509,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Sex;Cormobidity;Occupation;Other,Healthcare,Not significant,Unspecified,Both,Hospital based,Persons under investigation,25,75,27,Multi-country: Europe & USA (n = 9),USA and Europe,NA,Aug,2014,NA,Dec,2015,NA,FALSE,NA,NA,FALSE,NA,Risk factors,Unspecified,NA,NA,Other,NA,NA,Aug 2014,Dec 2015,Aug 2014 - Dec 2015,NA,NA,NA,80,West Africa 2013-2016,Zaire
ab0a6a4d8754ee3774035071b9fa7895,949199b610e5578e75b2cb9ed4fde6c5,525,Ebola virus,Reproduction number (Basic R0),1.5,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Sierra Leone,NA,1,Jan,2014,NA,Feb,2015,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1 Jan 2014,Feb 2015,1 Jan 2014 - Feb 2015,NA,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
ab0a6a4d8754ee3774035071b9fa7895,8f965805ccd471e821cb694981855fa3,525,Ebola virus,Reproduction number (Basic R0),2.5,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Liberia,NA,1,Jan,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1 Jan 2014,Apr 2015,1 Jan 2014 - Apr 2015,NA,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
ab0a6a4d8754ee3774035071b9fa7895,1e7c4cb08bc41ae6145a2d6f61a7c253,525,Ebola virus,Reproduction number (Basic R0),1.3,0,No units,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,NA,NA,NA,NA,NA,Guinea,NA,1,Jan,2014,NA,Dec,2014,NA,FALSE,NA,NA,FALSE,NA,Reproduction number,Unspecified,NA,NA,Other,NA,NA,1 Jan 2014,Dec 2014,1 Jan 2014 - Dec 2014,NA,NA,NA,28.57142857142857,West Africa 2013-2016,Zaire
a9c23cd9fa12eace6bf7686ddb195132,ba73ba9deb8dcf589e32e346414f107d,562,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,6,0,Days,NA,NA,Median,NA,NA,3,8,IQR,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,"Other, Region",TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Other,NA,79,249,Sierra Leone,Tonkolili district,12,Sep,2014,23,Feb,2015,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,NA,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,Symptom onset to admission to care,Symptom onset,NA,NA,12 Sep 2014,23 Feb 2015,12 Sep 2014 - 23 Feb 2015,NA,IQR,3 - 8,60,West Africa 2013-2016,Zaire
